	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE-077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Salmonella	0	0	0	0	72	0	0	0	0	0	0	0	63	0	0	0	0	0	0	61	109	43	0	0	0	0	0	0	59	0	56	0	45	0	0	0	16	137	0	0	49	0	0	0	0	148	27	0	0	0	68	70	0	0	52	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	270	0	0	0	0	32	0	0	0	37	0	0	0	0	0	0	54	0	0	0	0	86	0	98	0	0	0	0	0	45	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	67	0	0	0	77	0	0	0	0	0	32	0	0	0	43	0	79	0	0	56	3763	5109	0	0	0	0	0	0	0	0	0	50	0	0	216	0
Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia	26	1	29	1	99	65	54	4	41	28	89	105	112	97	26	48	15	210	29	398	32	71	8	54	21	123	101	499	4	19	8	51	592	0	53	354	4	44	22	182	1084	42	169	143	39	48	53	105	521	0	41	17	42	324	48	0	48	66	49	0	0	1149	117	5	0	53	39	26	51	49	45	58	35	59	1208	41	29	55	25	322	12	0	39	70	790	249	30	329	124	5	58	4	41	12	23	54	1	79	61	89	3	39	10	37	103	4	1040	65	326	4	85	4	0	30	0	27	5	1763	47	24	47	187	51	128	95	1	101	1	20	40	315	45	344	137	17	66	20	33	904	0	23	26	29	51	39	45	31	0	61	0	50	30	52	27	41	67	0	13	30	44	0	67
Segatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	101	2772	137	10383	1383	15773	3421	1450	1483	405	3077	660	2974	1269	464	2347	279	113	907	338	1666	531	194	1409	15516	858	1257	1795	11471	2004	803	12012	1687	10974	2035	4777	38	22356	747	4755	411	8510	1529	242	1940	1337	2268	2918	9514	2771	1347	20482	27506	557	549	841	399	5136	412	512	5919	561	198	200	129	987	1711	1265	1095	2225	1012	1715	344	497	2491	2010	2205	724	4960	434	1880	6710	1202	17927	2321	6078	2578	961	951	2615	1079	1180	1090	1343	3039	1298	765	1090	698	2016	1325	1266	21034	992	1196	539	1069	1659	411	7064	1331	2896	21236	1305	8034	1425	4220	266	6138	15222	1224	1153	1183	8477	1811	1425	259	1077	320	885	1697	9059	5537	18251	18244	652	42	1697	1395	1255	122	1632	425	631	1875	1440	3448	5484	2129	482	592	301	1435	916	116	1639	240	2583	213	1548	294	349
Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	10	24	28	0	89	131	73	192	76	0	275	0	2	10	93	77	54	9	54	8	604	164	0	441	101	4	0	14	142	7	4	230	21	32	0	0	0	142	12	249	38	21	0	0	0	62	305	156	629	33	10	0	150	8	0	54	177	1882	49	0	56	12	93	0	0	34	74	241	50	0	26	0	77	139	5958	70	17	50	9	160	11	118	38	89	148	120	0	0	45	0	50	0	10	65	9928	921	89	20	46	30	0	89	43	34	176	103	163	15	47	72	126	121	20	5442	0	0	138	2676	340	36	114	196	74	707	222	0	6	73	20	60	43	1	1800	341	10	80	3	23	81	26	22	0	8	0	417	9	0	7	43	0	50	15	186	168	5	45	0	14	0	164	0	37
Sutterella	0	0	0	5	0	0	156	0	0	0	14	0	6	0	0	0	0	0	0	0	18	6	0	620	0	0	5	0	0	6	15	0	0	0	0	188	0	0	0	0	0	0	86	80	4	0	19	0	0	0	0	5	6	0	0	0	0	0	3	0	0	0	6	53	0	0	0	0	0	0	0	41	4	0	0	0	26	0	0	0	136	0	0	0	6	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	4	0	0	0	0	97	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	5	7	0	0	0	0	0	0	0	0
Terrisporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoactinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomasclavelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Varibaculum	115	714	4169	895	7831	459	1608	3575	670	481	2368	4199	4248	7449	7381	980	1623	627	2471	770	7015	5716	154	6365	599	3698	2412	699	545	4504	2967	636	720	1080	970	6554	52	1120	603	568	1194	840	4989	2161	3746	1380	3250	473	2101	79	5079	1378	1213	703	1536	128	1692	680	1992	518	531	3619	4519	760	1032	288	3029	1955	415	2754	444	3447	942	1717	2964	660	6199	1047	2092	651	7155	153	424	789	1563	1331	1016	1425	5542	331	1150	117	3415	324	619	1084	652	5734	3212	180	2593	2440	675	420	4641	410	1906	1198	1030	636	293	718	256	4104	40	6538	1226	405	422	420	3549	1513	3652	1547	2885	154	994	500	768	319	1558	780	1203	728	872	848	3110	718	3036	971	2324	746	5675	214	958	955	1206	157	1151	148	649	664	1088	935	869	784	105	801	820	1554	136	1116
Veillonella	0	0	17	8	47	0	46	25	0	0	0	149	15	0	0	1253	0	0	21	0	80	213	0	0	8	139	9	0	2	80	7	23	5	85	0	13	0	26	7	189	0	0	0	0	10	3932	0	16	125	0	0	0	10	3	0	0	0	130	19	0	99	51	0	0	41	0	56	0	0	0	0	16	0	0	70	13	8	25	788	29	0	0	0	104	0	94	13	0	15	0	38	0	10	0	0	0	5	6	0	20	0	50	0	0	45	0	0	0	0	3	0	0	0	8	0	0	138	9	60	0	25	0	58	35	0	0	0	0	0	0	9	0	0	50	0	8329	0	0	45	54	0	0	41	0	24	6	0	0	40	0	26	0	0	0	113	23	0	12	0	61	0	218
W5053	3	40	2	13	23	7	1167	9	0	26	7	0	17	0	2	0	87	8	540	21	13	19	2	1	0	13	14	0	3	0	1	29	35	2	24	0	4	22	14	27	217	12	24	0	0	4	680	0	32	0	877	51	8	98	26	2	0	43	369	21	4	20	0	123	1	0	32	0	4	9	22	290	4	23	16	12	120	18	22	433	406	0	0	19	28	47	0	3	15	0	16	0	346	0	2	195	55	23	0	0	1033	958	23	12	6	2	24	19	14	32	4	0	0	9	0	20	2	1	12	20	25	19	38	12	25	0	8	14	41	0	1270	16	1	14	18	14	18	6	16	0	370	26	2	0	13	8	34	1	1	0	27	0	0	19	18	35	0	48	20	2	1	3
Winkia	69	92	43	2242	217	3952	99	333	42	0	63	45	52	0	17	57	43	31	84	610	32	92	938	31	17	199	51	0	199	0	56	0	26	91	85	74	13	2134	34	2078	0	9	81	9	0	87	143	23	110	0	42	306	128	19	23	393	0	246	42	0	34	115	22	9	19	0	94	141	13	81	0	45	46	14	168	26	100	88	86	135	118	232	0	171	629	1739	27	16	71	0	141	22	23	75	2664	41	68	33	25	6320	89	86	87	83	173	121	61	105	38	33	35	184	0	99	7	16	124	34	322	63	118	88	64	129	39	121	0	124	46	0	44	0	51	82	19	2165	0	0	117	0	0	7	0	121	112	20	44	166	206	0	83	0	54	36	55	88	214	37	0	75	114	181
Zhihengliuella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
